objectid,dc_dist,psa,dispatch_date_time,dispatch_date,dispatch_time,hour_,dc_key,location_block,ucr_general,text_general_code,point_x,point_y,lat,lng
107,6,1,2013-05-28 09:43:00,2013-05-28,09:43:00,9,201306025636,N 02ND ST / SPRING GARDEN ST,600,Thefts,-75.14144069,39.96071159,39.96071159,-75.14144069
108,6,1,2013-11-26 10:24:00,2013-11-26,10:24:00,10,201306061456,N 02ND ST / SPRING GARDEN ST,300,Robbery No Firearm,-75.14144069,39.96071159,39.96071159,-75.14144069
109,6,1,2013-12-16 13:10:00,2013-12-16,13:10:00,13,201306064336,N 02ND ST / SPRING GARDEN ST,600,Thefts,-75.14144069,39.96071159,39.96071159,-75.14144069
34,9,2,2013-01-10 22:48:00,2013-01-10,22:48:00,22,201309001407,1400 BLOCK SPRING GARDEN ST,200,Rape,-75.16144594,39.96233372,39.96233372,-75.16144594
35,9,2,2013-08-15 17:00:00,2013-08-15,17:00:00,17,201309032823,1400 BLOCK SPRING GARDEN ST,600,Thefts,-75.16144594,39.96233372,39.96233372,-75.16144594
TRUNCATED
