objectid,dc_dist,psa,dispatch_date_time,dispatch_date,dispatch_time,hour_,dc_key,location_block,ucr_general,text_general_code,point_x,point_y,lat,lng
113,12,E,2007-01-02 10:11:00,2007-01-02,10:11:00,10,200712000411,6600 BLOCK ESSINGTON AVE,500,Burglary Non-Residential,-75.22059229,39.91443023,39.91443023,-75.22059229
114,12,E,2007-01-25 22:00:00,2007-01-25,22:00:00,22,200712007701,6600 BLOCK ESSINGTON AV,600,Thefts,-75.22059229,39.91443023,39.91443023,-75.22059229
48,9,K,2007-01-26 10:17:00,2007-01-26,10:17:00,10,200709004382,1400 BLOCK SPRING GARDEN ST,600,Thefts,-75.16144594,39.96233372,39.96233372,-75.16144594
49,9,K,2007-04-13 11:16:00,2007-04-13,11:16:00,11,200709016968,1400 BLOCK SPRING GARDEN ST,600,Thefts,-75.16144594,39.96233372,39.96233372,-75.16144594
50,9,K,2007-05-11 03:40:00,2007-05-11,03:40:00,3,200709022215,1400 BLOCK SPRING GARDEN ST,600,Theft from Vehicle,-75.16144594,39.96233372,39.96233372,-7
TRUNCATED
