objectid,dc_dist,psa,dispatch_date_time,dispatch_date,dispatch_time,hour_,dc_key,location_block,ucr_general,text_general_code,point_x,point_y,lat,lng
110,6,1,2014-01-27 13:12:00,2014-01-27,13:12:00,13,201406003790,N 02ND ST / SPRING GARDEN ST,600,Thefts,-75.14144069,39.96071159,39.96071159,-75.14144069
128,12,1,2014-09-17 21:15:00,2014-09-17,21:15:00,21,201412070763,6600 BLOCK ESSINGTON AVE,300,Robbery Firearm,-75.22059229,39.91443023,39.91443023,-75.22059229
38,9,2,2014-07-09 07:17:00,2014-07-09,07:17:00,7,201409025893,1400 BLOCK SPRING GARDEN ST,600,Theft from Vehicle,-75.16144594,39.96233372,39.96233372,-75.16144594
39,9,2,2014-09-24 22:42:00,2014-09-24,22:42:00,22,201409038293,1400 BLOCK SPRING GARDEN ST,300,Robbery Firearm,-75.16144594,39.96233372,39.96233372,-75.16144594
92,6,3,2014-04-11 16:47:00,2014-04-11,16:47:00,16,201406014827,300 BLOCK S 13TH ST,300,Robbery No Firearm,-75.1626578,39.94667913,39.9466
TRUNCATED
