CMPLNT_NUM,ADDR_PCT_CD,BORO_NM,CMPLNT_FR_DT,CMPLNT_FR_TM,CMPLNT_TO_DT,CMPLNT_TO_TM,CRM_ATPT_CPTD_CD,HADEVELOPT,HOUSING_PSA,JURISDICTION_CODE,JURIS_DESC,KY_CD,LAW_CAT_CD,LOC_OF_OCCUR_DESC,OFNS_DESC,PARKS_NM,PATROL_BORO,PD_CD,PD_DESC,PREM_TYP_DESC,RPT_DT,STATION_NAME,SUSP_AGE_GROUP,SUSP_RACE,SUSP_SEX,TRANSIT_DISTRICT,VIC_AGE_GROUP,VIC_RACE,VIC_SEX,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,Lat_Lon,New Georeferenced Column
825041611,84,BROOKLYN,03/31/2021,15:08:00,03/31/2021,15:12:00,COMPLETED,,,0,N.Y. POLICE DEPT,675,VIOLATION,,ADMINISTRATIVE CODE,,PATROL BORO BKLYN NORTH,874,"PEDDLING,UNLAWFUL",STREET,03/31/2021,,25-44,BLACK,M,,UNKNOWN,UNKNOWN,E,988041,191045,40.69105856700002,-73.98633121699999,"(40.69105856700002, -73.98633121699999)",POINT (-73.98633121699999 40.69105856700002)
206649900,7,,03/27/2021,19:29:00,,,,,,0,N.Y. POLICE DEPT,341,MISDEMEANOR,,PETIT LARCENY,,PATROL BORO MAN SOUTH,333,"LARCENY,PETIT FROM STORE-
TRUNCATED
