objectid,dc_dist,psa,dispatch_date_time,dispatch_date,dispatch_time,hour_,dc_key,location_block,ucr_general,text_general_code,point_x,point_y,lat,lng
125,12,1,2010-08-30 06:52:00,2010-08-30,06:52:00,6,201012081088,6600 BLOCK ESSINGTON AVE,300,Robbery No Firearm,-75.22059229,39.91443023,39.91443023,-75.22059229
40,9,2,2010-10-30 17:38:00,2010-10-30,17:38:00,17,201009052441,1400 BLOCK SPRING GARDEN ST,600,Theft from Vehicle,-75.16144594,39.96233372,39.96233372,-75.16144594
46,9,2,2010-02-05 07:36:00,2010-02-05,07:36:00,7,201009005658,1400 BLOCK SPRING GARDEN ST,600,Theft from Vehicle,-75.16144594,39.96233372,39.96233372,-75.16144594
47,9,2,2010-07-23 20:59:00,2010-07-23,20:59:00,20,201009035791,1400 BLOCK SPRING GARDEN ST,400,Aggravated Assault No Firearm,-75.16144594,39.96233372,39.96233372,-75.16144594
87,6,3,2010-08-27 17:52:00,2010-08-27,17:52:00,17,201006047186,300 BLOCK S 13TH ST,600,Thefts,-75.1626578,39.94
TRUNCATED
