objectid,dc_dist,psa,dispatch_date_time,dispatch_date,dispatch_time,hour_,dc_key,location_block,ucr_general,text_general_code,point_x,point_y,lat,lng
126,12,1,2012-06-13 21:28:00,2012-06-13,21:28:00,21,201212043124,6600 BLOCK ESSINGTON AVE,300,Robbery Firearm,-75.22059229,39.91443023,39.91443023,-75.22059229
127,12,1,2012-09-11 10:48:00,2012-09-11,10:48:00,10,201212068189,6600 BLOCK ESSINGTON AV,600,Thefts,-75.22059229,39.91443023,39.91443023,-75.22059229
42,9,2,2012-03-17 00:36:00,2012-03-17,00:36:00,0,201209011340,1400 BLOCK SPRING GARDEN ST,200,Rape,-75.16144594,39.96233372,39.96233372,-75.16144594
43,9,2,2012-12-20 08:04:00,2012-12-20,08:04:00,8,201209054363,1400 BLOCK SPRING GARDEN ST,200,Rape,-75.16144594,39.96233372,39.96233372,-75.16144594
57,15,3,2012-12-07 18:18:00,2012-12-07,18:18:00,18,201215118083,4400 BLOCK LORING ST,400,Aggravated Assault No Firearm,-75.03408424,40.03450237,40.03450237,-75.0340842
TRUNCATED
