ccn,date,updateDate,city,state,postalCode,blocksizedAddress,incidentType,parentIncidentType,narrative
17011210,"01/14/2017, 11:29:00 pm","07/16/2017, 5:00:53 pm",CARROLLTON,GA,30117,300 Block BLEDSOE STREET,SIMPLE BATTERY,Assault ,SIMPLE BATTERY
17011240,"01/15/2017, 8:50:00 am","07/17/2017, 5:01:37 pm",CARROLLTON,GA,30117,600 Block BURSON AVENUE,BATTERY,Assault ,BATTERY
17011230,"01/15/2017, 5:20:00 am","07/16/2017, 5:00:53 pm",CARROLLTON,GA,30117,700 Block BANKHEAD HIGHWAY,SIMPLE ASSAULT,Assault ,SIMPLE ASSAULT
17011244,"01/15/2017, 9:28:00 am","07/17/2017, 5:01:37 pm",CARROLLTON,GA,30116,BANKHEAD HIGHWAY @ SASSAFRAS W,POSSESSION OF MARIJUANA LESS THAN 1 OZ,Quality of Life,POSSESSION OF MARIJUANA LESS THAN 1 OZ
17011218,"01/15/2017, 1:40:00 am","07/16/2017, 5:00:53 pm",CARROLLTON,GA,30117,1200 Block STEWART STREET,ILLEGAL POSSESSION OF CONTROLLED SUBSTANCE,Quality of Life,ILLEGAL POSSESSION OF CONTROLLED SUBSTANCE
17011226,"01/15/2017, 4:14:00 am","07/16/2017, 5:00:53 pm",CARROLLTON,GA,30116,1100 Block BANKHEAD HIGHWAY,DISORDERLY CONDUCT,Quality of Life,DISORDERLY CONDUCT
17011214,"01/15/2017, 12:45:00 am","07/16/2017, 5:00:53 pm",CARROLLTON,GA,30117,100 Block BANKHEAD HIGHWAY,SIMPLE BATTERY,Assault ,SIMPLE BATTERY
17011102,"01/07/2017, 7:00:00 pm","07/09/2017, 5:01:34 pm",CARROLLTON,GA,30117,500 Block NORTHSIDE DRIVE ROOM 106,THEFT BY TAKING,Theft,THEFT BY TAKING
17011179,"01/14/2017, 9:30:00 am","07/16/2017, 5:00:53 pm",CARROLLTON,GA,30117,100 Block MILLSTREAM COURT,BATTERY,Assault ,BATTERY
17011109,"01/14/2017, 12:20:00 am","07/15/2017, 5:00:49 pm",CARROLLTON,GA,30117,1700 Block SOUTH PARK STREET,THEFT BY SHOPLIFTING,Theft,THEFT BY SHOPLIFTING
17011108,"01/14/2017, 12:08:00 am","07/15/2017, 5:00:49 pm",CARROLLTON,GA,30117,NIZZEAR LANE,SIMPLE BATTERY,Assault ,SIMPLE BATTERY
17011145,"01/14/2017, 6:03:00 am","07/15/2017, 5:00:49 pm",CARROLLTON,GA,30117,MAPLE STREET & HAYS MILL ROAD,POSSESSION OF MARIJUANA LESS THAN 1 OZ,Quality of Life,POSSESSION OF MARIJUANA LESS THAN 1 OZ
17011153,"01/14/2017, 7:21:00 am","07/16/2017, 5:00:53 pm",CARROLLTON,GA,30117,300 Block COLUMBIA DRIVE,POSSESSION OF MARIJUANA LESS THAN 1 OZ,Quality of Life,POSSESSION OF MARIJUANA LESS THAN 1 OZ
17011104,"01/13/2017, 9:00:00 pm","07/15/2017, 5:00:49 pm",CARROLLTON,GA,30117,1300 Block SOUTH PARK STREET,THEFT OF LOST/MISLAID PROPERTY,Theft,THEFT OF LOST/MISLAID PROPERTY
17011093,"01/13/2017, 7:30:00 pm","07/15/2017, 5:00:49 pm",CARROLLTON,GA,30117,100 Block MOLETTE STREET,CRIMINAL TRESPASS (FAMILY VIOLENCE),Property Crime ,CRIMINAL TRESPASS (FAMILY VIOLENCE)
17011070,"01/13/2017, 1:30:00 am","07/14/2017, 5:02:33 pm",CARROLLTON,GA,30117,100 Block BENNETT CIRCLE,BURGLARY 1ST DEGREE,Breaking & Entering,BURGLARY 1ST DEGREE
17011051,"01/13/2017, 8:04:00 am","07/15/2017, 5:00:49 pm",CARROLLTON,GA,30117,100 Block BRIXTON CIRCLE,RECKLESS CONDUCT,Traffic,RECKLESS CONDUCT
17011001,"01/12/2017, 10:45:00 pm","07/14/2017, 5:02:33 pm",CARROLLTON,GA,30117,PARK LANE,SIMPLE BATTERY,Assault ,SIMPLE BATTERY
17010991,"01/12/2017, 9:00:00 pm","07/14/2017, 5:02:33 pm",CARROLLTON,GA,30116,1200 Block BANKHEAD HIGHWAY,BATTERY,Assault ,BATTERY
17010979,"01/12/2017, 7:42:00 pm","07/14/2017, 5:02:33 pm",CARROLLTON,GA,30117,1000 Block NORTH PARK STREET,CRIMINAL TRESPASS (NON FVA),Property Crime ,CRIMINAL TRESPASS (NON FVA)
17010983,"01/12/2017, 8:25:00 pm","07/14/2017, 5:02:33 pm",CARROLLTON,GA,30117,WEST AVENUE AT NEWNAN ROAD,OBSTRUCTING OR HINDERING LAW ENFORCEMENT OFFICERS,Quality of Life,OBSTRUCTING OR HINDERING LAW ENFORCEMENT OFFICERS
17010891,"01/11/2017, 10:59:00 pm","07/13/2017, 5:01:39 pm",CARROLLTON,GA,30117,700 Block ROME STREET,CRIMINAL TRESPASS (NON FVA),Property Crime ,CRIMINAL TRESPASS (NON FVA)
17010935,"01/12/2017, 4:30:00 am","07/13/2017, 5:01:40 pm",CARROLLTON,GA,30117,1200 Block STEWART STREET,CRIMINAL TRESPASS (NON FVA),Property Crime ,CRIMINAL TRESPASS (NON FVA)
17010921,"01/12/2017, 3:50:00 am","07/13/2017, 5:01:40 pm",CARROLLTON,GA,30117,1700 Block SOUTH PARK STREET,NOT PAYING FOR GASOLINE,Theft,NOT PAYING FOR GASOLINE
17010916,"01/12/2017, 1:30:00 am","07/13/2017, 5:01:39 pm",CARROLLTON,GA,30117,1 Block STUDIO DRIVE,ENTERING AUTO,Theft from Vehicle,ENTERING AUTO
17010873,"01/11/2017, 7:15:00 pm","07/13/2017, 5:01:40 pm",CARROLLTON,GA,30117,300 Block SOUTH STREET,ENTERING AUTO,Theft from Vehicle,ENTERING AUTO
17010853,"01/07/2017, 3:00:00 pm","07/09/2017, 5:01:34 pm",CARROLLTON,GA,30117,100 Block SHANNON DRIVE,THEFT BY TAKING,Theft,THEFT BY TAKING
17010858,"01/07/2017, 7:00:00 pm","07/09/2017, 5:01:22 pm",Carrollton,GA,,,FINANCIAL TRANSACTION CARD FRAUD,Theft,FINANCIAL TRANSACTION CARD FRAUD
17010838,"01/12/2017, 6:30:00 am","07/13/2017, 5:01:39 pm",CARROLLTON,GA,30117,1100 Block MAPLE STREET,THEFT BY TAKING,Theft,THEFT BY TAKING
17010816,"01/11/2017, 3:04:00 am","07/12/2017, 5:02:29 pm",CARROLLTON,GA,30117,400 Block NEWNAN ROAD,THEFT BY TAKING,Theft,THEFT BY TAKING
17010802,"01/10/2017, 10:10:00 pm","07/12/2017, 5:02:29 pm",CARROLLTON,GA,30117,1400 Block NORTH PARK STREET,SIMPLE ASSAULT,Assault ,SIMPLE ASSAULT
17010801,"01/10/2017, 2:30:00 am","07/11/2017, 11:56:35 pm",CARROLLTON,GA,30117,500 Block NEWNAN STREET,ENTERING AUTO,Theft from Vehicle,ENTERING AUTO
17010800,"01/10/2017, 11:30:00 pm","07/12/2017, 5:02:29 pm",CARROLLTON,GA,30117,1700 Block SOUTH PARK STREET,THEFT BY SHOPLIFTING,Theft,THEFT BY SHOPLIFTING
17010783,"01/10/2017, 2:25:00 pm","07/12/2017, 5:02:29 pm",CARROLLTON,GA,30117,400 Block HAYS MILL ROAD,FALSE IMPRISONMENT,Assault ,FALSE IMPRISONMENT
17010782,"01/10/2017, 12:30:00 am","07/11/2017, 11:56:35 pm",CARROLLTON,GA,30117,700 Block BURNS ROAD,CRIMINAL TRESPASS (NON FVA),Property Crime ,CRIMINAL TRESPASS (NON FVA)
17010768,"01/10/2017, 5:56:00 am","07/11/2017, 11:56:35 pm",CARROLLTON,GA,30117,100 Block YELLOWSTONE DRIVE,CRUELTY TO CHILDREN 3RD DEGREE,Other ,CRUELTY TO CHILDREN 3RD DEGREE
17010732,"01/10/2017, 1:47:00 am","07/11/2017, 5:00:47 pm",Carrollton,GA,,,POSSESSION OF MARIJUANA LESS THAN 1 OZ,Quality of Life,POSSESSION OF MARIJUANA LESS THAN 1 OZ
17010766,"01/10/2017, 4:52:00 am","07/11/2017, 11:56:35 pm",CARROLLTON,GA,30117,800 Block MAPLE STREET,FINANCIAL TRANSACTION CARD FRAUD,Theft,FINANCIAL TRANSACTION CARD FRAUD
17010770,"01/10/2017, 5:05:00 am","07/11/2017, 11:56:35 pm",CARROLLTON,GA,30117,1100 Block NORTH PARK STREET,ENTERING AUTO,Theft from Vehicle,ENTERING AUTO
17010764,"01/10/2017, 4:40:00 am","07/11/2017, 11:56:35 pm",CARROLLTON,GA,30117,800 Block MAPLE STREET,ENTERING AUTO,Theft from Vehicle,ENTERING AUTO
17010765,"01/10/2017, 4:52:00 am","07/11/2017, 11:56:35 pm",CARROLLTON,GA,30117,800 Block MAPLE STREET,ENTERING AUTO,Theft from Vehicle,ENTERING AUTO
17010753,"01/10/2017, 4:06:00 am","07/11/2017, 11:56:35 pm",CARROLLTON,GA,30117,100 Block GROVE PARK DRIVE,THEFT OF LOST/MISLAID PROPERTY,Theft,THEFT OF LOST/MISLAID PROPERTY
17010760,"01/10/2017, 4:40:00 am","07/11/2017, 11:56:35 pm",CARROLLTON,GA,30117,800 Block MAPLE STREET,ENTERING AUTO,Theft from Vehicle,ENTERING AUTO
17010738,"01/10/2017, 2:45:00 am","07/11/2017, 11:56:35 pm",CARROLLTON,GA,30117,900 Block LOVVORN ROAD,THEFT BY TAKING,Theft,THEFT BY TAKING
17010705,"01/09/2017, 6:17:00 pm","07/11/2017, 11:56:35 pm",CARROLLTON,GA,30117,200 Block OLD BREMEN ROAD,BURGLARY 1ST DEGREE,Breaking & Entering,BURGLARY 1ST DEGREE
17010646,"01/09/2017, 3:35:00 am","07/10/2017, 5:01:03 pm",CARROLLTON,GA,30117,1300 Block LOVVORN ROAD,AGGRAVATED ASSAULT,Assault ,AGGRAVATED ASSAULT
17010658,"01/09/2017, 6:45:00 am","07/10/2017, 5:01:06 pm",CARROLLTON,GA,30117,700 Block SOUTH PARK STREET,THEFT BY SHOPLIFTING,Theft,THEFT BY SHOPLIFTING
17010661,"01/09/2017, 7:37:00 am","07/11/2017, 11:56:35 pm",CARROLLTON,GA,30117,200 Block TETON AVENUE,CRIMINAL TRESPASS (FAMILY VIOLENCE),Property Crime ,CRIMINAL TRESPASS (FAMILY VIOLENCE)
17010616,"01/08/2017, 11:00:00 am","07/10/2017, 5:01:03 pm",CARROLLTON,GA,30117,700 Block BANKHEAD HIGHWAY ROOM 114,STALKING,Proactive Policing,STALKING
17010599,"01/08/2017, 10:25:00 am","07/10/2017, 5:01:03 pm",CARROLLTON,GA,30117,1700 Block SOUTH HIGHWAY 27,CRIMINAL TRESPASS (NON FVA),Property Crime ,CRIMINAL TRESPASS (NON FVA)
17010586,"01/01/2017, 7:30:00 am","07/03/2017, 5:00:57 pm",CARROLLTON,GA,30117,1300 Block SOUTH PARK STREET,CRIMINAL TRESPASS (NON FVA),Property Crime ,CRIMINAL TRESPASS (NON FVA)
17010541,"01/07/2017, 9:20:00 pm","07/09/2017, 5:01:34 pm",CARROLLTON,GA,30117,300 Block COLUMBIA DRIVE,CRIMINAL TRESPASS (NON FVA),Property Crime ,CRIMINAL TRESPASS (NON FVA)
17010462,"01/06/2017, 7:19:00 pm","07/08/2017, 5:00:55 pm",CARROLLTON,GA,30117,200 Block A SIXTH STREET,BURGLARY 1ST DEGREE,Breaking & Entering,BURGLARY 1ST DEGREE
17010446,"01/06/2017, 5:46:00 pm","07/08/2017, 5:00:55 pm",CARROLLTON,GA,30117,200 Block NORTHSIDE DRIVE,RECKLESS CONDUCT,Traffic,RECKLESS CONDUCT
17010453,"01/06/2017, 7:24:00 pm","07/08/2017, 5:00:54 pm",CARROLLTON,GA,30117,900 Block LOVVORN RD,BURGLARY 1ST DEGREE,Breaking & Entering,BURGLARY 1ST DEGREE
17010392,"01/05/2017, 12:30:00 am","07/06/2017, 5:00:59 pm",CARROLLTON,GA,30117,300 Block COLUMBIA DRIVE STORAGE UNI,CRIMINAL TRESPASS (NON FVA),Property Crime ,CRIMINAL TRESPASS (NON FVA)
17010423,"01/06/2017, 6:46:00 am","07/07/2017, 5:02:18 pm",CARROLLTON,GA,30117,900 Block ALABAMA STREET,THEFT BY TAKING,Theft,THEFT BY TAKING
17010419,"01/05/2017, 5:00:00 am","07/06/2017, 5:00:59 pm",CARROLLTON,GA,30117,900 Block LOVVORN ROAD,CRIMINAL TRESPASS (NON FVA),Property Crime ,CRIMINAL TRESPASS (NON FVA)
17010390,"01/01/2017, 7:00:00 am","07/03/2017, 5:00:57 pm",CARROLLTON,GA,30117,400 Block HAYS MILL RD,THEFT BY TAKING,Theft,THEFT BY TAKING
17010388,"01/05/2017, 10:30:00 pm","07/07/2017, 5:02:19 pm",CARROLLTON,GA,30117,400 Block HAYS MILL ROAD,CRIMINAL TRESPASS (FAMILY VIOLENCE),Property Crime ,CRIMINAL TRESPASS (FAMILY VIOLENCE)
17010368,"01/05/2017, 7:10:00 pm","07/07/2017, 5:02:18 pm",CARROLLTON,GA,30117,1000 Block ALABAMA STREET,SIMPLE ASSAULT,Assault ,SIMPLE ASSAULT
17010324,"01/05/2017, 6:08:00 am","07/06/2017, 5:00:59 pm",CARROLLTON,GA,30117,100 Block ROBERT HENDRIX DRIVE,CRIMINAL TRESPASS (FAMILY VIOLENCE),Property Crime ,CRIMINAL TRESPASS (FAMILY VIOLENCE)
17010323,"01/05/2017, 5:26:00 am","07/06/2017, 5:00:57 pm",CARROLLTON,GA,30117,200 Block BLEDSOE STREET,AGGRAVATED ASSAULT,Assault ,AGGRAVATED ASSAULT
17010298,"01/05/2017, 12:50:00 am","07/06/2017, 5:00:59 pm",CARROLLTON,GA,30117,1000 Block NORTH PARK STREET,FALSE IMPRISONMENT,Assault ,FALSE IMPRISONMENT
17010288,"01/03/2017, 4:00:00 pm","07/05/2017, 5:01:54 pm",CARROLLTON,GA,30117,400 Block ROME STREET,CRIMINAL TRESPASS (NON FVA),Property Crime ,CRIMINAL TRESPASS (NON FVA)
17010262,"01/04/2017, 1:00:00 am","07/05/2017, 5:01:54 pm",CARROLLTON,GA,30117,700 Block DIXIE STREET,ENTERING AUTO,Theft from Vehicle,ENTERING AUTO
17010231,"01/04/2017, 6:06:00 am","07/05/2017, 5:01:53 pm",CARROLLTON,GA,30117,LAKE CARROLL BOULEVARD @ PARK,OBSTRUCTION,Quality of Life,OBSTRUCTION
17010194,"01/03/2017, 2:30:00 pm","07/05/2017, 5:01:53 pm",CARROLLTON,GA,30117,200 Block BLEDSOE STREET,BURGLARY 1ST DEGREE,Breaking & Entering,BURGLARY 1ST DEGREE
17010167,"01/02/2017, 3:00:00 pm","07/04/2017, 5:01:44 pm",CARROLLTON,GA,30117,300 Block COLUMBIA DRIVE,THEFT BY TAKING,Theft,THEFT BY TAKING
17010166,"01/03/2017, 3:10:00 am","07/04/2017, 5:01:44 pm",CARROLLTON,GA,30117,300 Block HAYS MILL ROAD,CRIMINAL DAMAGE TO PROPERTY 1ST DEGREE,Property Crime ,CRIMINAL DAMAGE TO PROPERTY 1ST DEGREE
17010121,"01/02/2017, 12:40:00 am","07/03/2017, 5:00:57 pm",CARROLLTON,GA,30117,1100 Block NORTH PARK STREET,THEFT BY SHOPLIFTING,Theft,THEFT BY SHOPLIFTING
17010108,"01/02/2017, 10:43:00 pm","07/04/2017, 5:01:44 pm",CARROLLTON,GA,30116,1 Block SUE ALICE LANE,CRUELTY TO CHILDREN 3RD DEGREE,Other ,CRUELTY TO CHILDREN 3RD DEGREE
17010105,"01/02/2017, 1:00:00 am","07/03/2017, 5:00:57 pm",CARROLLTON,GA,30117,400 Block HAYS MILL ROAD,THEFT BY TAKING,Theft,THEFT BY TAKING
17010074,"01/02/2017, 5:17:00 pm","07/04/2017, 5:01:44 pm",CARROLLTON,GA,30117,200 Block CARROLL STREET,ENTERING AUTO,Theft from Vehicle,ENTERING AUTO
17010049,"01/02/2017, 3:35:00 am","07/03/2017, 5:00:57 pm",CARROLLTON,GA,30116,OLD NEWNAN ROAD & HIGHWAY 166,CRIMINAL TRESPASS (NON FVA),Property Crime ,CRIMINAL TRESPASS (NON FVA)
17010054,"01/02/2017, 6:00:00 am","07/03/2017, 5:00:57 pm",CARROLLTON,GA,30117,100 Block MITCHELL CIRCLE,VERBAL ARGUMENT,Quality of Life,VERBAL ARGUMENT
17010036,"01/01/2017, 8:00:00 am","07/03/2017, 5:00:56 pm",CARROLLTON,GA,30117,700 Block LOVVORN ROAD,AGGRAVATED BATTERY,Assault ,AGGRAVATED BATTERY
