ccn,date,updateDate,city,state,postalCode,blocksizedAddress,incidentType,parentIncidentType,narrative
19001746,"10/29/2019, 4:51:00 am","10/30/2019, 4:27:19 pm",MARYVILLE,TN,37801,1800 Block WEST BROADWAY,[INC] 90E DRUNKENNESS,Quality of Life,DRUNKENNESS
19001744,"10/28/2019, 9:51:00 pm","10/30/2019, 4:27:19 pm",MARYVILLE,TN,37801,2400 Block US HIGHWAY 411,[INC] 26B CREDIT CARD/AUTOMATIC TELLER MACHINE FRAUD,Other ,CREDIT CARD/AUTOMATIC TELLER MACHINE FRAUD
19001743,"10/28/2019, 9:55:00 pm","10/30/2019, 4:27:19 pm",MARYVILLE,TN,37801,400 Block WEST BROADWAY,[INC] 26B CREDIT CARD/AUTOMATIC TELLER MACHINE FRAUD,Other ,CREDIT CARD/AUTOMATIC TELLER MACHINE FRAUD
19001739,"10/28/2019, 5:28:00 am","10/30/2019, 4:27:19 pm",MARYVILLE,TN,37803,100 Block SOUTH MAGNOLIA,[INC] 13B ASSAULT SIMPLE,Assault ,ASSAULT SIMPLE
