ccn,date,updateDate,city,state,postalCode,blocksizedAddress,incidentType,parentIncidentType,narrative
2021-00022185,"04/01/2021, 5:38:42 am","04/01/2021, 9:54:37 am",INDIANAPOLIS,IN,.,3100 Block E 96TH ST,SECURITY CHECK,Proactive Policing,SECURITY CHECK
2021-00022184,"04/01/2021, 5:25:25 am","04/01/2021, 9:54:37 am",CARMEL,IN,.,1 Block ST & COLLEGE AVE,TRAFFIC STOP,Proactive Policing,TRAFFIC STOP
2021-00022183,"04/01/2021, 5:16:36 am","04/01/2021, 9:54:37 am",CARMEL,IN,.,MAIN ST & CRICKLEWOOD CT,TRAFFIC STOP,Proactive Policing,TRAFFIC STOP
2021-00022181,"04/01/2021, 5:10:07 am","04/01/2021, 9:54:36 am",CARMEL,IN,.,4900 Block E 146TH ST,DIRECTED PATROL,Proactive Policing,DIRECTED PATROL
