ccn,date,updateDate,city,state,postalCode,blocksizedAddress,incidentType,parentIncidentType,narrative
201703310107,"04/01/2017, 6:09:53 am","09/26/2017, 8:21:33 pm",MENLO PARK,CA,94025,EL CAMINO REAL AND OAK GROVE AV,[INC] TSTOP,Proactive Policing,TSTOP
201703310101,"04/01/2017, 2:14:59 am","09/26/2017, 8:21:33 pm",MENLO PARK,CA,94025,EL CAMINO REAL AND RAVENSWOOD AV,[INC] 23103,Proactive Policing,23103
201703310097,"04/01/2017, 1:45:31 am","09/26/2017, 8:21:33 pm",MENLO PARK,CA,94025,1 Block HACKER WY,[INC] 23103,Proactive Policing,23103
201703310085,"04/01/2017, 12:11:44 am","09/26/2017, 8:21:33 pm",MENLO PARK,CA,94025,EL CAMINO REAL AND ROBLE AV,[INC] TSTOP,Proactive Policing,TSTOP
