ccn,date,updateDate,city,state,postalCode,blocksizedAddress,incidentType,parentIncidentType,narrative
17-005470,"03/31/2017, 11:45:02 pm","09/28/2017, 6:07:47 am",COCOLALLA,ID,,300 Block SOUTHSIDE SCHOOL RD,Suspicious,Proactive Policing,Suspicious
17-005469,"03/31/2017, 11:33:56 pm","09/28/2017, 6:07:47 am",SAGLE,ID,,500 Block BIRD RANCH RD,Sex offense,Sexual Offense,Sex Offense
17-005486,"04/01/2017, 3:56:44 am","09/29/2017, 6:07:21 am",HOPE,ID,,HIGHWAY 200 & PENINSULA RD,Traffic hazard,Traffic,Traffic Hazard
17-005475,"04/01/2017, 12:10:41 am","09/29/2017, 6:07:21 am",SANDPOINT,ID,,4300 Block UPPER PACK RIVER RD,Animal Problem,Other ,Animal Problem
